assetIndex	weaponName	weaponDefName	b67E	b67F	b680	b681	b682	b683	booleanTailBytes
6636	p90_rof_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6637	p90_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6640	p90_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6641	p90_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6642	p90_acog_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6643	p90_acog_rof_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6644	p90_acog_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6645	p90_acog_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6646	p90_akimbo_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6647	p90_akimbo_rof_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6648	p90_akimbo_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6649	p90_akimbo_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6650	p90_eotech_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6651	p90_eotech_rof_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6652	p90_eotech_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6653	p90_eotech_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6654	p90_fmj_reflex_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6655	p90_fmj_rof_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6656	p90_fmj_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6657	p90_fmj_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6658	p90_fmj_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6659	p90_reflex_rof_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6660	p90_reflex_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6661	p90_reflex_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6662	p90_rof_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6663	p90_rof_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6664	p90_rof_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6665	p90_silencer_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6666	p90_silencer_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6667	p90_thermal_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6699	kriss_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6703	kriss_acog_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6704	kriss_akimbo_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6707	kriss_eotech_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6708	kriss_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6711	kriss_reflex_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6712	kriss_rof_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6713	kriss_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6716	kriss_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6717	kriss_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6718	kriss_acog_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6719	kriss_acog_rof_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6720	kriss_acog_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6721	kriss_acog_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6722	kriss_akimbo_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6723	kriss_akimbo_rof_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6724	kriss_akimbo_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6725	kriss_akimbo_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6726	kriss_eotech_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6727	kriss_eotech_rof_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6728	kriss_eotech_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6729	kriss_eotech_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6730	kriss_fmj_reflex_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6731	kriss_fmj_rof_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6732	kriss_fmj_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6733	kriss_fmj_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6734	kriss_fmj_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6735	kriss_reflex_rof_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6736	kriss_reflex_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6737	kriss_reflex_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6738	kriss_rof_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6739	kriss_rof_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6740	kriss_rof_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6741	kriss_silencer_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6742	kriss_silencer_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6743	kriss_thermal_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6774	ump45_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6777	ump45_acog_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6778	ump45_akimbo_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6781	ump45_eotech_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6782	ump45_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6785	ump45_reflex_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6786	ump45_rof_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6787	ump45_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6790	ump45_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6791	ump45_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6792	ump45_acog_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6793	ump45_acog_rof_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6794	ump45_acog_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6795	ump45_acog_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6796	ump45_akimbo_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6797	ump45_akimbo_rof_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6798	ump45_akimbo_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6799	ump45_akimbo_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6800	ump45_eotech_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6801	ump45_eotech_rof_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6802	ump45_eotech_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6803	ump45_eotech_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6804	ump45_fmj_reflex_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6805	ump45_fmj_rof_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6806	ump45_fmj_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6807	ump45_fmj_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6808	ump45_fmj_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6809	ump45_reflex_rof_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6810	ump45_reflex_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6811	ump45_reflex_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6812	ump45_rof_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6813	ump45_rof_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6814	ump45_rof_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6815	ump45_silencer_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6816	ump45_silencer_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6817	ump45_thermal_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6849	tmp_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6852	tmp_akimbo_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6855	tmp_eotech_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6856	tmp_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6859	tmp_reflex_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6860	tmp_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6861	tmp_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6862	tmp_akimbo_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6863	tmp_akimbo_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6864	tmp_akimbo_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6865	tmp_eotech_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6866	tmp_eotech_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6867	tmp_eotech_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6868	tmp_fmj_reflex_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6869	tmp_fmj_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6870	tmp_fmj_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6871	tmp_reflex_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6872	tmp_reflex_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6873	tmp_silencer_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6895	ak47_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6898	ak47_acog_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6901	ak47_eotech_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6902	ak47_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6916	ak47_gl_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6921	ak47_heartbeat_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6924	ak47_reflex_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6939	ak47_shotgun_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6940	ak47_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6943	ak47_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6944	ak47_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6945	ak47_acog_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6946	ak47_acog_gl_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6947	ak47_acog_heartbeat_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6948	ak47_acog_shotgun_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6949	ak47_acog_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6950	ak47_acog_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6951	ak47_eotech_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6952	ak47_eotech_gl_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6953	ak47_eotech_heartbeat_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6954	ak47_eotech_shotgun_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6955	ak47_eotech_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6956	ak47_eotech_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6957	ak47_fmj_gl_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6958	ak47_fmj_heartbeat_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6959	ak47_fmj_reflex_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6960	ak47_fmj_shotgun_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6961	ak47_fmj_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6962	ak47_fmj_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6963	ak47_fmj_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6964	ak47_gl_heartbeat_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6965	ak47_gl_reflex_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6966	ak47_gl_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6967	ak47_gl_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6968	ak47_gl_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6969	ak47_heartbeat_reflex_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6970	ak47_heartbeat_shotgun_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6971	ak47_heartbeat_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6972	ak47_heartbeat_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6973	ak47_heartbeat_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6974	ak47_reflex_shotgun_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6975	ak47_reflex_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6976	ak47_reflex_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6977	ak47_shotgun_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6978	ak47_shotgun_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6979	ak47_shotgun_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6980	ak47_silencer_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6981	ak47_silencer_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
6982	ak47_thermal_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7005	m16_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7008	m16_acog_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7011	m16_eotech_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7012	m16_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7026	m16_gl_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7027	m16_heartbeat_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7030	m16_reflex_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7044	m16_shotgun_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7045	m16_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7048	m16_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7049	m16_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7050	m16_acog_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7051	m16_acog_gl_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7052	m16_acog_heartbeat_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7053	m16_acog_shotgun_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7054	m16_acog_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7055	m16_acog_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7056	m16_eotech_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7057	m16_eotech_gl_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7058	m16_eotech_heartbeat_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7059	m16_eotech_shotgun_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7060	m16_eotech_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7061	m16_eotech_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7062	m16_fmj_gl_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7063	m16_fmj_heartbeat_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7064	m16_fmj_reflex_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7065	m16_fmj_shotgun_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7066	m16_fmj_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7067	m16_fmj_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7068	m16_fmj_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7069	m16_gl_heartbeat_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7070	m16_gl_reflex_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7071	m16_gl_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7072	m16_gl_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7073	m16_gl_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7074	m16_heartbeat_reflex_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7075	m16_heartbeat_shotgun_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7076	m16_heartbeat_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7077	m16_heartbeat_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7078	m16_heartbeat_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7079	m16_reflex_shotgun_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7080	m16_reflex_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7081	m16_reflex_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7082	m16_shotgun_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7083	m16_shotgun_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7084	m16_shotgun_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7085	m16_silencer_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7086	m16_silencer_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7087	m16_thermal_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7103	m4_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7106	m4_acog_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7109	m4_eotech_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7110	m4_fmj_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7125	m4_gl_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7126	m4_heartbeat_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7129	m4_reflex_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7144	m4_shotgun_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7145	m4_silencer_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7148	m4_thermal_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
7149	m4_xmags_mp	ac130/weap_ac130_105mm_dist2	0x00	0x00	0x00	0x00	0x00	0x00	
